Accuracy,Loss,Classification_Loss,Robustness_Loss,Concept_Loss,Step
0.10499999672174454,3.502350091934204,2.314466953277588,5.4120564460754395,1.1873419284820557,1
0.5299999713897705,2.176222324371338,1.3601394891738892,44.67053985595703,0.8116157650947571,101
0.699999988079071,1.5981850624084473,0.9332863092422485,65.79855346679688,0.658318817615509,201
0.6850000023841858,1.5732507705688477,0.9481647610664368,79.79629516601562,0.6171064376831055,271
0.6949999928474426,1.3644272089004517,0.7962853312492371,91.14581298828125,0.5590273141860962,371
0.7199999690055847,1.3003591299057007,0.800047755241394,101.22789764404297,0.4901886284351349,471
0.6899999976158142,1.3213032484054565,0.852766215801239,93.18125915527344,0.4592188894748688,541
0.7400000095367432,1.3085179328918457,0.8343110680580139,91.02284240722656,0.4651045501232147,641
0.7949999570846558,1.010103464126587,0.5662723779678345,96.69114685058594,0.4341619908809662,741
0.8050000071525574,1.0424998998641968,0.6064692139625549,98.48872375488281,0.4261817932128906,811
0.7799999713897705,1.0982877016067505,0.6602644324302673,93.8605728149414,0.42863720655441284,911
0.7400000095367432,1.144373893737793,0.715880811214447,97.15460968017578,0.41877758502960205,1011
0.7699999809265137,1.1148239374160767,0.7160936594009399,99.35297393798828,0.38879498839378357,1081
0.7899999618530273,0.9139677286148071,0.5292462706565857,96.79862976074219,0.37504157423973083,1181
0.8149999976158142,0.9500646591186523,0.571607768535614,100.10739135742188,0.36844614148139954,1281
0.8100000023841858,0.9043036103248596,0.5346049070358276,97.04744720458984,0.35999393463134766,1351
0.8399999737739563,0.8897950053215027,0.5076329708099365,95.19278717041016,0.37264275550842285,1451
0.7999999523162842,0.9409302473068237,0.5598846673965454,102.37946319580078,0.3708076477050781,1551
0.7649999856948853,1.0747191905975342,0.7019013166427612,99.49198913574219,0.36286866664886475,1621
0.8399999737739563,0.9080226421356201,0.5234333276748657,99.74907684326172,0.374614417552948,1721
0.8199999928474426,0.9432550668716431,0.5758013725280762,99.1147232055664,0.3575422465801239,1821
0.8349999785423279,0.9155572056770325,0.5320817232131958,97.04174041748047,0.3737713098526001,1891
0.824999988079071,0.9375382661819458,0.571148157119751,95.22136688232422,0.3568679392337799,1991
0.7849999666213989,1.00072181224823,0.6198400259017944,96.26828002929688,0.37125498056411743,2091
0.8349999785423279,0.9237682819366455,0.5467004179954529,93.91858673095703,0.3676760494709015,2161
0.8199999928474426,0.8474019765853882,0.47750094532966614,91.6446762084961,0.36073651909828186,2261
0.8149999976158142,0.9260014295578003,0.5627723932266235,96.70589447021484,0.35355842113494873,2361
0.7999999523162842,0.9962435960769653,0.6354809403419495,94.16629791259766,0.35134604573249817,2431
0.8199999928474426,0.9315387010574341,0.5628008842468262,97.36092376708984,0.3590017259120941,2531
0.8399999737739563,0.929810643196106,0.5660849809646606,99.66740417480469,0.35375890135765076,2631
0.8199999928474426,0.858091413974762,0.500457763671875,99.09715270996094,0.34772396087646484,2701
0.8499999642372131,0.7661197185516357,0.42649921774864197,103.19298553466797,0.32930120825767517,2801
0.8549999594688416,0.799807608127594,0.44178107380867004,98.47342681884766,0.3481791913509369,2901
0.8549999594688416,0.8597965240478516,0.48538675904273987,101.06840515136719,0.36430296301841736,2971
0.8299999833106995,1.0016038417816162,0.6480172872543335,101.1105728149414,0.34347549080848694,3071
0.8399999737739563,0.8575915098190308,0.5092045068740845,102.5391616821289,0.3381331264972687,3171
0.8549999594688416,0.874866247177124,0.5412042140960693,101.09773254394531,0.32355228066444397,3241
0.8799999952316284,0.7773878574371338,0.4322608709335327,100.4539794921875,0.3350816071033478,3341
0.8499999642372131,0.87387615442276,0.5205878615379333,101.11311340332031,0.3431769609451294,3441
0.85999995470047,0.8121956586837769,0.45765888690948486,95.16449737548828,0.3450203537940979,3511
0.8650000095367432,0.9269546866416931,0.5725283026695251,100.31150817871094,0.3443952202796936,3611
0.8399999737739563,0.736543595790863,0.4004169702529907,104.00059509277344,0.32572656869888306,3711
0.7949999570846558,0.8916586637496948,0.5374886989593506,95.8815689086914,0.34458181262016296,3781
0.7849999666213989,0.9143520593643188,0.5692465305328369,105.22968292236328,0.3345825970172882,3881
0.8650000095367432,0.7460060119628906,0.39130261540412903,104.89698028564453,0.34421372413635254,3981
0.8050000071525574,0.8425928354263306,0.5091623067855835,101.02877807617188,0.3233276605606079,4051
0.7949999570846558,0.949795126914978,0.6215331554412842,100.9390869140625,0.318168044090271,4151
0.8449999690055847,0.8168705701828003,0.4805834889411926,97.09331512451172,0.32657772302627563,4251
0.824999988079071,0.8427965641021729,0.4916061758995056,102.24217987060547,0.3409661650657654,4321
0.8199999928474426,0.9329964518547058,0.5788632035255432,101.98645782470703,0.3439345955848694,4421
0.8299999833106995,0.83562171459198,0.5026680827140808,113.38301086425781,0.3216153681278229,4521
0.824999988079071,0.887332558631897,0.5444705486297607,99.17476654052734,0.33294448256492615,4591
0.8149999976158142,0.8087616562843323,0.47243863344192505,106.2217788696289,0.3257008492946625,4691
0.7949999570846558,0.9264154434204102,0.601489782333374,101.0484390258789,0.3148208558559418,4791
0.8499999642372131,0.8553425073623657,0.5218409299850464,100.87742614746094,0.3234138488769531,4861
0.8449999690055847,0.8062639236450195,0.4792288541793823,100.03356170654297,0.31703174114227295,4961
0.8149999976158142,0.9110575318336487,0.5814360976219177,102.62020111083984,0.3193594217300415,5061
0.8499999642372131,0.814628005027771,0.46927300095558167,111.60623168945312,0.3341943919658661,5131
0.8499999642372131,0.7719820737838745,0.4340095818042755,101.19583892822266,0.32785293459892273,5231
0.85999995470047,0.7601301670074463,0.4199410676956177,110.56558227539062,0.3291324973106384,5331
0.8549999594688416,0.7737594842910767,0.43746131658554077,105.42646789550781,0.3257554769515991,5401
0.8549999594688416,0.850033164024353,0.4969625771045685,101.10722351074219,0.34295985102653503,5501
0.8399999737739563,0.7601562738418579,0.43428799510002136,109.37664794921875,0.31493058800697327,5601
0.8349999785423279,0.8715435266494751,0.5445733070373535,106.49974060058594,0.3163202404975891,5671
0.824999988079071,0.801183819770813,0.4804442226886749,105.2677001953125,0.3102128505706787,5771
0.8849999904632568,0.7058603763580322,0.3760887384414673,114.6084976196289,0.31831079721450806,5871
0.8849999904632568,0.7353408336639404,0.43005797266960144,102.58592987060547,0.2950242757797241,5941
0.8199999928474426,0.8607001304626465,0.5411569476127625,103.11650085449219,0.3092314898967743,6041
0.8499999642372131,0.8949695825576782,0.5570741891860962,108.30015563964844,0.3270653784275055,6141
0.8100000023841858,0.913788378238678,0.5853509902954102,98.57884979248047,0.3185794949531555,6211
0.8650000095367432,0.7952061891555786,0.48161932826042175,108.23060607910156,0.30276381969451904,6311
0.875,0.7421631217002869,0.3929228186607361,106.7126693725586,0.3385690450668335,6411
0.8299999833106995,0.8910335898399353,0.5723333358764648,113.36737823486328,0.30736351013183594,6481
0.8149999976158142,0.8538413643836975,0.5327861905097961,109.03713989257812,0.31015145778656006,6581
0.875,0.688463032245636,0.36828964948654175,105.98912048339844,0.3095744848251343,6681
0.85999995470047,0.7803755402565002,0.45369040966033936,110.78128814697266,0.3156070113182068,6751
0.7949999570846558,0.8104822039604187,0.47378310561180115,118.09888458251953,0.324889212846756,6851
0.7999999523162842,0.9863539934158325,0.6582120656967163,104.45922088623047,0.3176960051059723,6951
0.8700000047683716,0.7305485606193542,0.39901062846183777,106.66271209716797,0.32087165117263794,7021
0.8549999594688416,0.8192467093467712,0.4829502999782562,109.42761993408203,0.3253536522388458,7121
0.8199999928474426,0.9293947219848633,0.6029361486434937,110.12013244628906,0.31544655561447144,7221
0.875,0.7209961414337158,0.4005632698535919,113.09691619873047,0.309123158454895,7291
0.8549999594688416,0.7290048599243164,0.42051011323928833,110.48859405517578,0.2974458634853363,7391
0.8499999642372131,0.7551076412200928,0.4296855926513672,105.27965545654297,0.3148941099643707,7491
0.8700000047683716,0.7755404710769653,0.45858874917030334,116.44699096679688,0.3053070604801178,7561
0.8349999785423279,0.8600773811340332,0.5427747368812561,109.47234344482422,0.30635544657707214,7661
0.8549999594688416,0.7563050389289856,0.4466363489627838,114.91877746582031,0.2981768250465393,7761
0.85999995470047,0.7165977358818054,0.38441258668899536,113.99060821533203,0.32078608870506287,7831
0.8199999928474426,0.7938136458396912,0.48103541135787964,110.70669555664062,0.30170756578445435,7931
0.8299999833106995,0.8039166331291199,0.4751279354095459,104.76065826416016,0.3183126449584961,8031
0.8449999690055847,0.8577919006347656,0.5331363081932068,113.41091918945312,0.3133144974708557,8101
0.8449999690055847,0.8291916847229004,0.49155721068382263,110.6271743774414,0.3265717625617981,8201
0.8650000095367432,0.6752067804336548,0.35454827547073364,109.18323516845703,0.3097401559352875,8301
0.875,0.7107521295547485,0.3933129906654358,109.5520248413086,0.3064839541912079,8371
0.8299999833106995,0.8546152114868164,0.5337736010551453,114.82678985595703,0.30935898423194885,8471
0.8499999642372131,0.8394572734832764,0.5009313821792603,115.39517211914062,0.3269863724708557,8571
0.8700000047683716,0.764112114906311,0.4409703016281128,109.19454956054688,0.3122223913669586,8641
0.8199999928474426,0.8981703519821167,0.5801241397857666,117.08053588867188,0.3063381016254425,8741
0.8349999785423279,0.8554024696350098,0.5233275890350342,111.0467300415039,0.3209701478481293,8841
0.8949999809265137,0.7084153890609741,0.41138118505477905,112.07401275634766,0.28582677245140076,8911
0.8549999594688416,0.7538360357284546,0.44538643956184387,111.21034240722656,0.29732853174209595,9011
0.8499999642372131,0.7578741908073425,0.4423173666000366,110.95201110839844,0.30446162819862366,9111
0.824999988079071,0.8602586388587952,0.5447089672088623,109.2392349243164,0.3046257495880127,9181
0.8499999642372131,0.7826764583587646,0.474639356136322,119.09126281738281,0.29612794518470764,9281
0.8799999952316284,0.7027357816696167,0.398942768573761,120.85834503173828,0.29170721769332886,9381
0.8449999690055847,0.8452111482620239,0.4976775348186493,112.72758483886719,0.3362608551979065,9451
0.8299999833106995,0.7721602916717529,0.4527541697025299,116.03744506835938,0.30780234932899475,9551
0.8549999594688416,0.7774150371551514,0.4509392976760864,111.48029327392578,0.3153276741504669,9651
0.8149999976158142,0.834674596786499,0.509741485118866,115.94163513183594,0.313338965177536,9721
0.85999995470047,0.7769285440444946,0.46023017168045044,119.0433349609375,0.3047940135002136,9821
0.8650000095367432,0.7563924789428711,0.4351840615272522,115.49400329589844,0.30965903401374817,9921
0.8499999642372131,0.7987792491912842,0.4734245538711548,112.61222839355469,0.3140935003757477,9991
0.824999988079071,0.918043851852417,0.5941746234893799,115.44876861572266,0.3123243749141693,10091
0.8700000047683716,0.7198359966278076,0.3925101161003113,117.30174255371094,0.31559571623802185,10191
0.8650000095367432,0.7882711887359619,0.47016093134880066,113.00997924804688,0.30680927634239197,10261
0.8499999642372131,0.7858294248580933,0.4686400294303894,110.29520416259766,0.3061598837375641,10361
0.8700000047683716,0.7372246980667114,0.397527277469635,111.89799499511719,0.3285076320171356,10461
0.9049999713897705,0.6609169244766235,0.3649470806121826,112.07393646240234,0.284762442111969,10531
0.8349999785423279,0.7523047924041748,0.44630491733551025,120.33219146728516,0.293966680765152,10631
0.8449999690055847,0.7720800638198853,0.4413987994194031,122.6822509765625,0.31841304898262024,10731
0.875,0.6946295499801636,0.3810192942619324,115.06891632080078,0.3021034002304077,10801
0.85999995470047,0.7957471609115601,0.47477367520332336,119.28826141357422,0.30904462933540344,10901
0.85999995470047,0.7656509876251221,0.45319807529449463,118.75685119628906,0.30057722330093384,11001
0.8299999833106995,0.8969130516052246,0.5732046365737915,120.92814636230469,0.31161558628082275,11071
0.8549999594688416,0.8207127451896667,0.5140048265457153,116.59172058105469,0.2950487732887268,11171
0.8999999761581421,0.6673830151557922,0.35222867131233215,119.41815185546875,0.3032125234603882,11271
0.8349999785423279,0.8651207685470581,0.5465337634086609,114.42032623291016,0.30714499950408936,11341
0.8449999690055847,0.7537577152252197,0.4333301782608032,114.33641052246094,0.3089939057826996,11441
0.8700000047683716,0.7756439447402954,0.4592457711696625,122.9220962524414,0.3041059970855713,11541
0.8949999809265137,0.6373708248138428,0.33031976222991943,111.23281860351562,0.2959277629852295,11611
0.8549999594688416,0.7922332286834717,0.4734624922275543,122.20803833007812,0.30654993653297424,11711
0.8700000047683716,0.7342695593833923,0.4015052318572998,114.94144439697266,0.3212701976299286,11811
0.85999995470047,0.7144813537597656,0.40011531114578247,127.0128173828125,0.301664799451828,11881
0.8999999761581421,0.6609938740730286,0.36003410816192627,117.2070541381836,0.2892390489578247,11981
0.8899999856948853,0.7379969358444214,0.43091294169425964,115.693359375,0.29551461338996887,12081
0.8700000047683716,0.7027294635772705,0.3845687210559845,123.32736206054688,0.3058279752731323,12151
0.8849999904632568,0.7198365926742554,0.4108108878135681,115.69669342041016,0.2974559962749481,12251
0.8399999737739563,0.7364555597305298,0.4223991334438324,116.99699401855469,0.3023567497730255,12351
0.8949999809265137,0.6279578804969788,0.308435320854187,116.1653823852539,0.30790603160858154,12421
0.8899999856948853,0.6610980033874512,0.3610231280326843,116.15373229980469,0.28845953941345215,12521
0.8899999856948853,0.7253832221031189,0.40153738856315613,124.2921142578125,0.3114166259765625,12621
0.8999999761581421,0.6623609066009521,0.3450099229812622,120.85279083251953,0.3052656948566437,12691
0.8949999809265137,0.6743968725204468,0.35844743251800537,116.94686889648438,0.30425477027893066,12791
0.8499999642372131,0.8209959864616394,0.5064244270324707,125.63288116455078,0.3020082712173462,12891
0.8499999642372131,0.7571909427642822,0.4603615999221802,133.23133850097656,0.28350624442100525,12961
0.875,0.6506773233413696,0.34715408086776733,125.22889709472656,0.2910003662109375,13061
0.8399999737739563,0.7287759780883789,0.4257828891277313,122.54947662353516,0.2907381057739258,13161
0.8549999594688416,0.685857892036438,0.36638712882995605,122.48355865478516,0.3072224259376526,13231
0.9199999570846558,0.6126755475997925,0.30441009998321533,123.02769470214844,0.29596269130706787,13331
0.8799999952316284,0.6513463258743286,0.3320350646972656,119.32579040527344,0.30737870931625366,13431
